YORF	NAME	GWEIGHT	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YPR081C		1	-0.18	-0.22	0.14	-0.3	-0.09	0.12	-0.04
YKR023W		1	-0.27	-0.15	0.14	-0.36	0.01	0.3	-0.06
YOL113W		1	-0.3	-0.1	0.32	-0.45	-0.12	0.43	-0.06
YJL199C		1	-0.23	-0.14	0.26	-0.06	0	0.24	0.11
YBR180W		1	-0.58	-0.23	0.26	-0.2	-0.03	0.56	0.24
YIR003W		1	-0.67	-0.15	0.25	-0.22	0.11	0.94	0.32
YMR135C		1	-0.58	-0.07	0.5	-0.23	0.32	1	0.58
YMR253C		1	-0.14	-0.15	0.24	-0.14	0.04	0.43	0.15
YDR288W		1	-0.34	-0.4	0.45	-0.09	0.14	0.81	0.25
YNL265C		1	-0.3	-0.27	0.52	-0.04	0.11	0.84	0.48
YJL131C		1	-0.62	-0.51	0.6	0.01	0.38	0.89	0.67
YJL037W		1	-0.58	-0.64	0.48	-0.15	0.41	0.78	0.48
YFR039C		1	-0.56	-0.3	0.4	0.11	0.26	0.81	0.21
YMR018W		1	-0.36	-0.67	0.36	0.06	0.03	0.84	0.24
YGL248W		1	-0.23	-0.47	0.32	0.04	-0.06	0.62	0.3
YHR001W		1	-0.27	-0.45	0.48	0.14	-0.06	0.84	0.25
YGL104C		1	-0.27	-0.32	0.38	0.25	-0.01	0.67	0.21
YGR223C		1	-0.42	-0.43	0.16	0.36	-0.18	0.74	0.19
YPL072W		1	-0.54	-0.27	0.2	0.2	-0.06	0.34	-0.09
YJL046W		1	-0.67	-0.47		0.12	-0.18	0.71	0.07
YHR166C		1	-0.62	-0.32		0.15	-0.27	0.6	0.08
YDR176W		1	-0.38	-0.23	0.29	0.06	-0.22	0.5	-0.03
YPL104W		1	-0.34	-0.18	0.19	0	0.07	0.58	-0.06
YMR267W		1	-0.38	-0.27	0.3	-0.12	0.25	0.6	-0.22
YLR158C		1	-0.27	-0.18	0.25	0	0.2	0.45	-0.09
YLR160C		1	-0.27	-0.25	0.26	0.08	0.26	0.41	-0.1
YOL148C		1	-0.25	-0.07	0.19	0.06	0.15	0.34	-0.1
YDR294C		1	-0.15	-0.04	0.3	0.08	0.04	0.5	-0.17
YPR047W		1	-0.18	-0.23	0.41	0.15	-0.04	0.71	-0.15
YJL096W		1	-0.34	-0.29	0.5	0.15	-0.25	0.97	-0.04
YCL032W		1	-0.47	-0.22	0.11	0	-0.25	0.81	-0.23
YDR122W		1	-0.4	-0.3	0.03	0.04	-0.27	0.81	-0.14
YGL002W		1	-0.12	-0.2	0.11	-0.01	-0.2	0.67	-0.23
YDL002C		1	-0.27	-0.2	0.26	0.03	-0.09	0.89	-0.32
YMR282C		1	-0.1	-0.22	0.08	0.06	0	0.69	-0.12
YBR014C		1	-0.23	-0.25	0.12	0.04	0.12	0.74	-0.15
YGL082W		1	-0.14	-0.38	0.19	0.21	-0.12	0.58	-0.1
YNR008W		1	-0.04	-0.27	-0.04	0.04	-0.07	0.4	-0.03
YOL166C		1	-0.18	-0.4	0.04	0.12	-0.03	0.3	-0.04
YGL130W		1	-0.27	-0.69	0.3	0.08	-0.07	0.69	-0.29
YGR047C		1	-0.18	-0.43	0.06	-0.06	-0.09	0.64	-0.23
YKL049C		1	-0.17	-0.27	0.07	-0.07	0.07	0.32	-0.09
YJL114W		1	-0.56	-0.34	0	0.25	0.19	0.62	0.19
YNL122C		1	-0.25	-0.18	-0.01	0.07	0.36	0.76	0.15
YKL169C		1	-0.27	-0.34	0	0.19	0.24	0.92	0.24
YIL070C		1	-0.1	-0.1	-0.14	0.16	0.21	0.58	0.25
YJR125C		1	-0.15	-0.14	-0.2	0.14	0.16	1.29	0.38
YKL167C		1	-0.12	-0.18	-0.15	0.08	0.19	1	0.45
YLR218C		1	-0.12	-0.34	-0.15	0.07	0.15	1.22	0.52
YJR079W		1	-0.1	-0.47	-0.1	0.2	0.24	1.32	0.69
YGR219W		1	-0.1	-0.27	-0.07	0.14	0.15	0.81	0.24
YNL007C		1	0.04	-0.54	0.08	-0.03	0.06	1.36	0.74
YHR097C		1	-0.22	-0.42	0	0.12	0.01	1.03	0.64
YMR124W		1	-0.07	-0.18	0	0.01	-0.06	0.4	0.21
YLR284C		1	-0.42	-0.71	-0.27	-0.09	-0.49	1.15	0.34
YIL071C		1	-0.18	-0.4	-0.17	-0.06	-0.25	0.74	0.14
YIL077C		1	-0.43	-0.54	-0.18	-0.15	-0.29	1.29	0.32
YGR205W		1	-0.27	-0.4	-0.12	-0.27	-0.29	0.86	0.26
YBR062C		1	-0.42	-0.67	-0.07	-0.29	-0.47	1.18	0.32
YCL016C		1	-0.42	-0.51	-0.01	-0.07	-0.27	0.97	0.12
YCL052C		1	-0.56	-0.54	-0.01	-0.03	-0.43	0.89	0.16
YCL036W		1	-0.38	-0.3	-0.04	-0.1	-0.49	1.03	0.12
YGR247W		1	-0.3	-0.43	0.24	-0.18	-0.27	0.94	0.4
YGL152C		1	-0.25	-0.42	0.21	-0.15	-0.34	0.86	0.26
YIR032C		1	-0.14	-0.19	0.1	-0.01	-0.15	0.3	0.04
YGL228W		1	-0.23	-0.34	0.2	0.01	-0.25	0.56	0.19
YJR084W		1	-0.36	-0.6	0.32	-0.04	-0.23	0.78	0.2
YGR129W		1	-0.18	-0.54	0.11	-0.12	-0.23	0.74	0.14
YOR170W		1	-0.1	-0.23	0.04	-0.06	-0.18	0.45	0.06
YIL098C		1	-0.34	-0.62	0.43	0.21	-0.32	1.65	0.15
YLR324W		1	-0.29	-0.34	0	0.03	-0.18	0.97	0.11
YBR185C		1	-0.36	-0.32	0.14	0.01	-0.14	0.86	0.06
YDR512C		1	-0.34	-0.27	0.14	-0.01	-0.15	0.76	0.14
YKL079W		1	-0.22	-0.25	0.11	0.01	-0.06	0.54	-0.04
YDL045C		1	-0.15	-0.1	-0.03	0.11	0	0.43	0.04
YJR059W		1	-0.2	-0.43	-0.25	0.24	0.07	1.03	-0.04
YML079W		1	-0.06	-0.32	-0.12	0.01	-0.07	1	-0.18
YLR011W		1	-0.06	-0.25	-0.1	0.04	0.01	0.64	-0.07
YDR462W		1	-0.25	-0.36	-0.04	-0.06	0.19	0.97	0.12
YKL087C		1	-0.1	-0.25	-0.07	0	0	0.67	0.07
YJL170C		1	-0.36	-0.79	-0.09	-0.03	-0.1	1.6	
YNL051W		1	-0.18	-0.42	-0.1	-0.09	-0.01	0.94	0.24
YGL004C		1	-0.51	-0.58	-0.07	-0.07	-0.06	1.29	0.24
YDR058C		1	-0.51	-0.62	-0.23	0.01	-0.04	1.09	0.19
YOR028C		1	-0.38	-0.3	-0.3	-0.2	-0.32	1.4	-0.12
YKL002W		1	-0.27	-0.25	-0.07	-0.18		1.25	0.08
YLR254C		1	-0.38	-0.27	-0.12	-0.14	-0.1	1.32	0
YNL073W		1	-0.25	-0.38	-0.15	-0.07	-0.09	1.12	0.03
YDL230W		1	-0.36	-0.4	-0.23	-0.04	-0.2	1.29	0.15
YML129C		1	-0.12	-0.22	-0.27	0.04	-0.12	1.06	0
YDL193W		1	-0.09	-0.2	-0.12	0.06	0.06	1	0.14
YMR284W		1	-0.17	-0.23	-0.1	-0.03	0.06	1.29	0.19
YMR157C		1	-0.17	-0.25	0.03	0.04	-0.04	1.22	0.2
YDR486C		1	-0.09	-0.23	-0.1	-0.23	-0.1	1.18	0.14
YKR049C		1	-0.06	-0.23	-0.03	-0.1	-0.09	1.43	0.12
YKL105C		1	0.03	-0.17	-0.04	-0.17	0.07	1.06	0.07
YNL005C		1	-0.09	-0.3	-0.17	0.2	-0.04	1.09	0.12
YNL084C		1	-0.06	-0.27	-0.04	0.12	-0.18	1.06	0.14
YNL157W		1	0	-0.23	-0.06	0.14	-0.14	0.67	0.01
YBR251W		1	-0.23	-0.25	0	0.15	-0.32	1	0.15
YIL156W		1	-0.1	-0.01	0	-0.04	-0.07	0.5	0.06
YGL087C		1	-0.1	-0.07	-0.09	-0.1	-0.14	0.69	0.15
YGL190C		1	-0.17	-0.12	-0.09	-0.1	-0.42	1.03	0.24
YKL162C		1	-0.23	-0.15	0.03	0	-0.29	1.22	0.36
YPR155C		1	-0.23	-0.23	-0.17	-0.09	-0.03	1	0.41
YJL042W		1	-0.17	-0.17		-0.07	0	0.67	0.21
YNR071C		1	-0.62	-0.36	-0.23	-0.09	-0.32	1.94	0.58
YIR001C		1	-0.25	-0.27	0.06	-0.12	-0.1	1	0.36
YOR120W		1	-0.43	-0.38	-0.09	-0.14	-0.17	1.79	0.62
YFL054C		1	-0.67	-0.36	-0.14	-0.27	-0.18	2.48	0.97
YNR073C		1	-0.42	-0.42	-0.2	-0.34	-0.29	2.19	1
YJL142C		1	-0.18	-0.3	-0.07	-0.06	-0.18	1.22	0.5
YLR408C		1	-0.07	-0.2	0.03	-0.01	-0.12	0.76	0.32
YJL219W		1	-0.01	-0.1	-0.06	-0.06	-0.1	0.71	0.29
YLR240W		1	-0.07	-0.18	-0.23	-0.03	-0.18	1.03	0.4
YLR102C		1	-0.09	-0.15	-0.07	-0.07	-0.27	0.69	0.29
YKL186C		1	-0.09	-0.17	-0.01	-0.1	-0.29	0.67	0.3
YLR260W		1	-0.18	-0.3	-0.04	-0.15	-0.38	1.09	0.43
YOR064C		1	-0.18	-0.22	-0.04	-0.1	-0.25	0.67	0.26
YGR127W		1	-0.23	-0.42	-0.1	-0.25	-0.32	1.06	0.41
YOL150C		1	-0.1	-0.36	-0.17	-0.18	-0.18	0.92	0.34
YPL260W		1	-0.06	-0.18	-0.15	-0.23	-0.14	0.84	0.24
YIL165C		1	-0.29	-0.01	-0.2	-0.34	-0.22	1.06	0.36
YDL097C		1	-0.03	-0.17	-0.1	-0.43	-0.27	1.03	0.29
YIL045W		1	-0.03	-0.17	-0.1	-0.25	-0.25	0.64	0.19
YNL215W		1	-0.04	-0.2	-0.09	-0.3	-0.23	0.62	0.16
YNR034W		1	-0.17	-0.36	-0.43	-0.4	-0.47	1.52	0.24
YJR022W		1	-0.14	-0.17	-0.15	-0.32	-0.15	0.67	0.11
YNR014W		1	-0.38	-0.29	-0.2	-0.56	-0.2	1.52	0.2
YOR121C		1	-0.29	-0.32	-0.06	-0.36	-0.27	1.22	0.29
YKL218C		1	-0.27	-0.25	0	-0.3	-0.12	0.86	0.06
YDR421W		1	-0.09	-0.2	-0.17	-0.12	0	0.41	0.07
YAL015C		1	-0.07	-0.22	-0.22	-0.15	0.07	0.84	0.19
YOR352W		1	-0.23	-0.1	-0.14	-0.15	-0.06	1.03	-0.2
YLR204W		1	-0.09	-0.07	-0.15	0.03		1.09	-0.12
YLR082C		1	-0.09	-0.06	0.04	-0.01		0.6	-0.12
YKL201C		1	-0.1	0.01	-0.01	-0.04	-0.18	0.84	-0.2
YGR206W		1	-0.01	0.03	0	-0.09	-0.17	0.6	-0.09
YKR064W		1	0.04	0	0.06	-0.1	-0.03	0.86	-0.01
YFL010C		1	0.01	0.01	0.12	-0.17	-0.15	0.84	0.06
YJL123C		1	-0.03	-0.03	0.11	-0.22	-0.03	0.74	-0.01
YGR048W		1	0.04	-0.04	0.07	-0.27	-0.09	0.71	-0.01
YML020W		1	-0.01	-0.1	-0.04	-0.29	-0.07	0.84	-0.12
YLR079W		1	0.03	-0.07	-0.22	-0.43	-0.23	1.09	-0.18
YLR370C		1	0.07	0.11	0	-0.27	0.08	0.92	-0.14
YGR120C		1	0.01	0.14	-0.01	-0.12	0.07	0.4	0
YLR132C		1	-0.04	0.14	-0.09	0.04	-0.07	0.69	0.06
YGL098W		1	-0.15	0.07	-0.07	0.01	-0.17	0.69	0.01
YKL213C		1	-0.15	0.08	-0.01	0.14	-0.1	0.67	0.01
YDR230W		1	-0.3	0.06	-0.06	0.14	0.11	1.22	
YNL137C		1	-0.15	-0.01	-0.04	0	0.04	0.6	0.03
YNL040W		1	-0.15	0.01	-0.01	-0.04	0.14	0.94	0.26
YBR137W		1	-0.17	0.38	-0.14	0	0.01	1.74	0.58
YLR422W		1	-0.2	-0.09	-0.27	-0.06	-0.1	0.5	0.21
YLR390W		1	-0.03	-0.42	0.01	0.03	-0.23	0.56	0.12
YGL129C		1	0.07	-0.49	0.11	-0.15	-0.36	0.78	0.36
YKR011C		1	0.04	-0.49	0.15	-0.25	-0.29	0.86	0.15
YLR455W		1	0.04	-0.34	0.11	-0.07	-0.22	0.34	0
YJR011C		1	0.21	-0.56	0.15	0.01	-0.51	0.78	0
YMR025W		1	0.03	-0.34	0.11	0.07	-0.56	0.71	0.01
YLR289W		1	-0.09	-0.45	0.08	0.08	-0.58	0.81	0.03
YKR051W		1	0	-0.23	0.12	0.03	-0.23	0.58	0
YGR137W		1	0.29	-0.32	0.08	0.12	-0.04	0.86	0.21
YMR044W		1	0.12	-0.12	-0.07	0	-0.1	0.21	-0.04
YNR035C		1	0.06	0.01	-0.1	-0.04	-0.15	0.29	0
YLR309C		1	0.19	-0.03	-0.54	-0.07	-0.09	0.69	0.14
YMR002W		1	0.48	0.08	-0.23	-0.15	-0.04	1.09	0.45
YJR045C		1	0.25	0.21	-0.22	-0.01	0.04	0.69	0.41
YHR162W		1	0.12	0.03	0.03	-0.01	0.24	0.2	
YBL007C		1	0.16	-0.1	0.08	0.19	0.29	0.48	-0.04
YFR026C		1	-0.3	0.11	-0.01	-0.22	0.21	0.54	-0.18
YER135C		1	-0.51	0.34	0.06	-0.32	0.19	0.69	0
YER161C		1	-0.34	0.16	0.3	-0.49	0.2	0.64	0.01
YDR347W		1	-0.09	0.15	0.15	-0.18	0.15	0.38	0.04
YPL096W		1	-0.45	0.3	0.3	-0.23	-0.09	0.67	0
YGL019W		1	-0.17	0.43	0.14	-0.06	-0.18	0.5	-0.14
YCR083W		1	-0.12	0.71	0	-0.36	-0.4	0.62	-0.2
YJL184W		1	-0.1	0.29	0.03	-0.23	-0.27	0.48	-0.29
YJR112W		1	-0.27	0.43	0.21	-0.06	-0.6	0.56	-0.34
YHR150W		1	-0.1	0.38	0.19	-0.14	-0.38	0.29	-0.22
YDL200C		1	-0.27	0.41	0.04	-0.17	-0.36	0.32	-0.01
YML047C		1	-0.62	0.6	0.25	-0.18	-0.42	0.34	-0.58
YHL019C		1	-0.47	0.32	0.11	-0.12	-0.23	0.41	-0.27
YBR066C		1	-0.56	0.25	0.03	-0.04	-0.23	0.45	-0.34
YBL091C		1	-0.79	0.21	0.71	0.06	-0.49	0.52	-0.34
YBR217W		1	-0.45	0.34	0.4	0.07	-0.56	0.21	-0.18
YER005W		1	-0.42	0.15	0.32	-0.14	-0.62	0.36	-0.27
YJR128W		1	-0.49	0.48	0.84	-0.36	-0.62	0.26	-0.22
YML051W		1	-0.25	0.41	0.54	-0.18	-0.36	0.4	-0.4
YOL070C		1	-0.15	0.38	0.5	-0.27	-0.34	0.34	-0.25
YNL250W		1	-0.18	0.12	0.3	-0.18	-0.23	0.2	-0.17
YDR266C		1	-0.22	0.23	0.41	-0.31	-0.35	0.17	-0.41
YHR144C		1	-0.34		0.52	-0.18	-0.43	0.26	-0.42
YOR105W		1		0.15	0.26	-0.06	-0.18	0.06	-0.23
YGR038W		1	-0.22	0.21	0.45	0.19	-0.14	0.15	-0.15
YBL089W		1	-0.34	0.24	0.52	0	-0.3	0.01	0.03
YDR379W		1	-0.09	0.14	0	0.14	-0.1	0.16	0.15
YDR517W		1	-0.29	0.16	0.01	0.12	-0.14	0.3	0.4
YDR259C		1	-0.29	0.04	-0.25	0.24	-0.6	0.48	0.58
YFL029C		1	-0.07	0.06	0	0.03	-0.18	0.04	0.12
YBR076W		1	-0.51	0.12	0.12	0.11	-0.54	0.36	0.43
YML029W		1	-0.23	0	0.04	0.07	-0.18	0.06	0.16
YCR105W		1	-0.62	-0.27	0.34	0.52	-0.3	0.52	0.29
YHR160C		1	-0.38	-0.25	0.15	0.38	-0.51	0.43	
YDR088C		1	-1.06	-0.54	-0.15	0.19	-0.64	0.54	0.12
YDR263C		1	-0.4	-0.33	-0.05	0.03	-0.57	0.22	0.05
YHL041W		1	-0.38	-0.27	-0.22	0.19	-0.47	0.25	0.04
YFR012W		1	-0.49	-0.49	-0.25	0.32	-0.56	0.45	0.08
YDR102C		1	-0.3	-0.36	-0.1	0.3	-0.74	0.5	-0.06
YNL011C		1	-0.17	-0.36	-0.14	0.03	-0.4	0.32	-0.01
YDR220C		1	-0.32	-0.1	-0.17	-0.18	-0.47	0.4	-0.09
YJR154W		1	-0.27	0.03	-0.04	-0.04	-0.49	0.45	-0.14
YBR211C		1	-0.4	-0.06	0	-0.17	-0.62	0.41	-0.29
YDR252W		1	-0.25	-0.12	0.03	-0.18	-0.56	0.26	-0.18
YDR360W		1	-0.18	0.03	-0.04	-0.12	-0.6	0.2	-0.22
YMR151W		1	-0.3	-0.1	-0.18	-0.17	-0.56	0.11	-0.23
YAR029W		1	-0.51	0.04	-0.34	0.07	-0.58	0.26	-0.23
YBR231C		1	-0.76	0.48	-0.3	-0.12	-0.81	0.4	-0.29
YDR078C		1	-0.43	0.3	-0.12	-0.07	-0.54	0.36	
YCR040W		1	-0.69	0.67	-0.22	-0.62	-0.74	0.2	0.04
YBL073W		1	-0.56	0.32	-0.18	-0.67	-0.69	0	-0.01
YBR213W		1	-0.69	0.29	-0.18	-0.51	-0.71	0.12	-0.06
YGL240W		1	-0.74	0.36	-0.18	-0.67	-0.56	0.08	-0.23
YER084W		1	-0.51	-0.01	-0.27	-0.36	-0.62	0.21	-0.12
YBR239C		1	-0.64	0.2	-0.25	-0.64	-0.89	0.34	-0.17
YDR332W		1	-0.43	0.11	0	-0.36	-0.43	0.2	-0.09
YBR207W		1	-0.43	-0.01	-0.06	-0.2	-0.43	0.24	-0.04
YAL010C		1	-1.18	-0.1	0.04	-0.89	-0.92	0.36	-0.18
YAL013W		1	-0.76	-0.29	-0.1	-0.71	-0.64	0.21	-0.1
YIR029W		1	-1.03	0.08	-0.29	-0.64	-0.51	0.34	0.12
YML101C		1	-0.42	-0.01	-0.27	-0.45	-0.23	0.08	0.06
YKR002W		1	-0.62	0.08	0.14	-0.29	-0.22	0.26	-0.04
YHR122W		1	-1.12	0.07	0.29	-0.42	-0.4	0.32	-0.09
YBR044C		1	-0.49	0	0.24	-0.1	-0.6	0.19	-0.01
YBR184W		1	-0.6	0.2	0.25	0	-0.71	0.01	-0.03
YCL010C		1	-0.34	0.41	0.12	-0.18	-0.54	0	0.11
YCL004W		1	-0.34	0.12	0.07	-0.29	-0.49	0.06	0.16
YFR027W		1	-0.58	0.2	0.14	-0.29	-0.71	0.2	0.29
YAR062W		1	-0.42	0.2	0.14	-0.1	-0.67	0.24	0.43
YBL097W		1	-0.4	0.15	0.32	-0.3	-0.58	0.3	0.41
YMR265C		1	-0.67	0.41	0.38	-0.4	-0.67	0.32	0.19
YER095W		1	-0.84	0.36	0.48	-0.38	-0.56	0.25	0.58
YNL230C		1	-0.29	-0.18	0.58	0.03	-0.54	0.06	0.12
YDR316W		1	-0.64	-0.14	0.54	-0.1	-0.58	0.15	0.26
YBL069W		1	-0.56	-0.04	0.48	-0.22	-0.47	0	0.16
YLR296W		1	-0.58	-0.23	0.56	-0.43	-0.56	-0.03	0.07
YIR031C		1	-0.6	-0.43	0.69	-0.51	-0.34	0.19	0.04
YLR366W		1	-0.42	-0.42	0.71	-0.36	-0.56	0.25	0.06
YMR106C		1	-0.27	-0.1	0.43	-0.56	-0.38	0.21	0.04
YGR156W		1	-0.04	-0.27	0.29	-0.22	-0.3	0.15	-0.1
YMR227C		1	-0.1	-0.34	0.32	-0.45	-0.54	0.32	-0.14
YGR188C		1	0	-0.25	0.25	-0.23	-0.42	0.24	-0.04
YDR128W		1	0.01	-0.18	0.21	-0.14	-0.34	0.16	-0.18
YDR140W		1	-0.1	-0.23	0.29	-0.3	-0.71	0.32	-0.18
YNL240C		1	-0.06	-0.12	0.32	-0.3	-0.47	0.21	-0.14
YBL029W		1	-0.07	-0.1	0.29	-0.25	-0.43	0.21	-0.18
YPL194W		1	0	-0.17	0.3	-0.27	-0.47	0.15	-0.23
YBR061C		1	-0.1	-0.15	0.38	-0.43	-0.58	0.15	-0.3
YKR034W		1	-0.07	-0.1	0.45	-0.18	-0.6	0.19	-0.23
YBR228W		1	-0.07	-0.1	0.08	-0.17	-0.34	0.08	-0.14
YKR053C		1	-0.14	-0.2	0.14	-0.29	-0.56	0.29	-0.27
YMR177W		1	-0.07	-0.32	0.12	-0.4	-0.6	0.32	-0.22
YFL034C-B		1	-0.29	-0.42	0.21	-0.45	-0.79	0.4	-0.23
YPL108W		1	-0.23	-0.34	0.12	-0.36	-0.42	0.25	-0.14
YGL244W		1	-0.34	-0.25	0.16	-0.43	-0.51	0.19	-0.1
YBR271W		1	-0.42	-0.27	0.3	-0.67	-0.69	0.21	-0.42
YEL072W		1	-0.25	-0.06	0.14	-0.34	-0.43	0.08	-0.25
YBL081W		1	-0.38	-0.29	0.52	-0.49	-0.56	0.08	-0.36
YBR058C		1	-0.32	-0.23	0.34	-0.29	-0.34	0.12	-0.3
YDR292C		1	-0.36	-0.49	0.52	-0.34	-0.64	0.11	-0.4
YLR364W		1	-0.23	-0.34	0.3	-0.23	-0.3	0.04	-0.3
YAL042W		1	-0.67	-0.56	0.48	-0.51	-0.45	0.32	-0.74
YGR169C		1	-0.49	-0.29	0.24	-0.23	-0.27	0.32	-0.2
YBL055C		1	-0.71	-0.43	0.52	-0.4	-0.43	0.32	-0.23
YBL057C		1	-0.67	-0.38	0.41	-0.3	-0.54	0.3	-0.18
YDR488C		1	-0.36	-0.34	0.21	-0.2	-0.38	0.21	-0.1
YOL054W		1	-0.36	-0.43	0.26	-0.3	-0.45	0.41	-0.12
YJL162C		1	-0.38	-0.43	0.38	-0.4	-0.62	0.38	-0.4
YMR233W		1	-0.51	-0.3	0.36	-0.47	-0.6	0.41	-0.22
YHR031C		1	-0.4	-0.18		-0.38	-0.49	0.38	-0.23
YKR041W		1	-0.43	-0.15	0.36	-0.45	-0.51	0.48	-0.27
YIL150C		1	-0.4	-0.23	0.29	-0.42	-0.49	0.58	-0.32
YCL028W		1	-0.3	-0.17	0.19	-0.14	-0.27	0.25	-0.23
YDR348C		1	-0.42	-0.18	0.2	-0.27	-0.36	0.25	-0.34
YMR276W		1	-0.92	-0.29	0.78	-0.67	-0.97	0.38	-0.36
YGL063W		1	-0.43	-0.07	0.4	-0.2	-0.43	0.19	-0.04
YDR162C		1	-0.09	0.06	0.12	-0.36	-0.54	0.24	-0.18
YDR164C		1	-0.1	0.08	0.26	-0.3	-0.6	0.24	-0.18
YHL027W		1	-0.03	0.06	0.11	-0.23	-0.51	0.21	0
YIR020C		1	-0.18	0.06	0.24	-0.15	-0.47	0.19	0
YML060W		1	-0.2	0.11	0.21	-0.17	-0.43	0.16	-0.03
YGR004W		1	-0.15	0.08	0.36	-0.3	-0.45	0.25	-0.09
YER140W		1	-0.23	0.08	0.38	-0.34	-0.43	0.26	-0.09
YJR153W		1	0.01	0.06	0.34	-0.32	-0.56	0.32	0.16
YOR393W		1	0	0.03	0.26	-0.27	-0.54	0.3	0.14
YOR316C		1	-0.14	0.11	0.36	-0.27	-0.71	0.36	0.32
YMR187C		1	-0.15	0.01	0.4	-0.18	-0.47	0.26	0.3
YLR332W		1	-0.3	-0.12	0.5	-0.43	-0.76	0.45	0.24
YDR090C		1	-0.12	-0.06	0.24	-0.17	-0.49	0.19	-0.01
YGL183C		1	-0.32	-0.18	0.26	-0.15	-0.94	0.45	0.08
YBR170C		1	-0.23	-0.09	0.38	-0.14	-0.89	0.48	0.19
YGL085W		1	-0.04	-0.22	0.32	-0.06	-0.56	0.36	0.01
YKR032W		1	-0.03	-0.12	0.14	-0.23	-0.56	0.24	0.25
YLR263W		1	-0.1	-0.18	0.14	-0.34	-0.54	0.15	0.21
YOL024W		1	-0.18	-0.22	0.16	-0.42	-0.54	0.06	0.06
YLR352W		1	-0.22	-0.23		-0.69	-0.71	0.21	0.06
YGL057C		1	-0.18	0.01	0.12	-0.32	-0.38	0.11	0.06
YER019W		1	-0.34	-0.03	0.2	-0.43	-0.62	0.12	0.08
YDR234W		1	-0.29	0.06	0.12	-0.81	-1.12	0.34	0.26
YCL004W		1	-0.06	0.12	0.07	-0.34	-0.54	0.14	0.24
YKL095W		1	-0.1	-0.14	0.24	-0.27	-0.54	0.01	0.11
YDR414C		1	-0.23	-0.1	0.36	-0.32	-0.56	-0.09	0.04
YGR023W		1	-0.22	0.01	0.32		-0.27	0.32	0.15
YPL049C		1	-0.4	0.01		-0.42	-0.42	0.52	0.14
YOR255W		1	-0.54	0.04	0.41	-0.47	-0.32	0.43	0.24
YOR301W		1	-0.4	0.06		-0.3	-0.36	0.32	0.11
YHL042W		1	-0.2	0.03	0.08	-0.2	-0.23	0.16	0.08
YCR068W		1	-0.56	-0.01	0.2	-0.64	-0.69	0.41	0.15
YER028C		1	-0.64	-0.09	0.32	-0.62	-0.76	0.6	0.11
YCR066W		1	-0.76	-0.12	0.16	-0.58	-0.92	0.69	0.08
YHR126C		1	-0.3	-0.1	0.12	-0.29	-0.42	0.19	0.08
YCL069W		1	-0.6	-0.3	0.26	-0.51	-0.62	0.45	0.24
YDR183W		1	-0.42	-0.2	0.26	-0.42	-0.42	0.45	0.19
YGL075C		1	-0.47	-0.36	0.3	-0.42	-0.43	0.6	0.14
YPL174C		1	-0.18	-0.18	0.19	-0.18	-0.22	0.26	0.01
YDR336W		1	-0.4	-0.29	0.45	-0.51	-0.54	0.48	0.08
YOL164W		1	-0.14	-0.27	0.12	-0.6	-0.4	0.48	0.14
YNL018C		1	-0.18	-0.12	0.26	-0.47	-0.27	0.24	0.26
YOR223W		1	-0.36	-0.18	0.29	-0.56	-0.49	0.34	0.3
YJR097W		1	-0.18	-0.15	0.03	-0.45	-0.47	0.32	0.41
YLR460C		1	-0.6	-0.4	0.03	-0.76	-0.79	0.56	0.41
YEL019C		1	-0.18	-0.17	-0.01	-0.42	-0.49	0.32	0.11
YIL061C		1	-0.23	-0.1	-0.03	-0.45	-0.43	0.43	0.14
YHL016C		1	-0.36	-0.1	0.21	-0.81	-0.62	0.56	0.45
YJL083W		1	-0.29	-0.03	0.07	-0.67	-0.36	0.4	0.25
YKL118W		1	-0.36	0	-0.04	-0.51	-0.36	0.32	0.26
YGL165C		1	-0.25	-0.14	0.06	-0.43	-0.1	0.3	0.12
YJL043W		1	-0.23	-0.29	0.06	-0.45	-0.22	0.19	0.19
YFL013C		1	-0.32	-0.17	0.01	-0.54	-0.27	0.14	0.07
YJR146W		1	-0.32	-0.18	0.11	-0.56	-0.3	0.11	0.24
YCR051W		1	-0.43	-0.17	0.08	-0.6	-0.17	0.12	0.29
YDR445C		1	-0.09	-0.14	0.06	-0.32	-0.12	0.12	-0.04
YBR107C		1	-0.09	-0.15	0.14	-0.42	-0.3	0.14	-0.1
YLR411W		1	-0.18	0.03	-0.01	-0.47	-0.34	0.19	-0.01
YMR224C		1	-0.18	0	0.06	-0.34	-0.14	0.11	-0.1
YML062C		1	-0.1	0.03	0.03	-0.36	-0.12	0.24	-0.1
YKL029C		1	-0.23	0.04	0.67	-0.49	-0.36	0.41	-0.3
YPR091C		1	-0.03	-0.14	0.34	-0.03	-0.18	0.34	-0.04
YMR283C		1	0.08	-0.06	0.36	-0.09	-0.23	0.4	-0.07
YDL001W		1	-0.03	-0.09	0.3	-0.17	-0.27	0.36	0
YKL037W		1	-0.04	0.01	0.19	-0.07	-0.2	0.21	-0.01
YDR478W		1	-0.06	-0.04	0.38	-0.1	-0.36	0.38	-0.15
YLR183C		1	0.06	0.06	0.41	-0.18	-0.17	0.41	-0.17
YLR181C		1	0.04	0.07	0.38	-0.18	-0.29	0.54	-0.22
